X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,weather,sci,comm,nav,misc
2016-040U,41617,*+,FLOCK 2P-1,US,2016-06-22,SRILR,NA,94.3,97.4,492,480,0.0490,,1,0,0,0,0
2016-040V,41618,*+,FLOCK 2P-3,US,2016-06-22,SRILR,NA,94.4,97.4,495,483,0.0375,,1,0,0,0,0
2016-040W,41619,*+,BEESAT-4,GER,2016-06-22,SRILR,NA,94.5,97.4,503,489,0.0380,,0,0,1,0,1
2016-041A,41622,*+,MUOS-5,US,2016-06-24,AFETR,NA,1436.1,7.8,36656,34917,14.2529,,0,0,1,0,0
2016-043A,41634,*+,SJ 16-02,PRC,2016-06-29,JSC,NA,96.9,75,617,606,9.7720,,0,0,0,0,0
2016-048A,41725,*+,TIANTONG-1 1,PRC,2016-08-05,XICLF,NA,1436.1,3.3,35800,35772,27.8959,,0,0,1,0,0
2016-049A,41727,*+,GAOFEN 3,PRC,2016-08-09,TAISC,NA,99.9,98.4,752,750,3.9379,,1,0,0,0,0
2016-050A,41729,*+,JCSAT-16,JPN,2016-08-14,AFETR,NA,1436.1,0.1,35807,35767,18.8988,,0,0,1,0,0
2016-051A,41731,*+,QSS (MOZI),PRC,2016-08-15,JSC,NA,94.4,97.4,501,481,2.1050,,0,0,0,0,0
2016-052A,41744,*+,USA 270,US,2016-08-19,AFETR,NA,1429.3,0.1,35665,35644,N/A,,0,0,0,0,0
2016-052B,41745,*+,USA 271,US,2016-08-19,AFETR,NA,1434.5,0.1,35758,35750,N/A,,0,0,0,0,0
2016-053A,41747,*+,INTELSAT 36 (IS-36),ITS,2016-08-24,FRGUI,NA,1436.1,0,35797,35776,6.4930,,0,0,1,0,0
2016-053B,41748,*+,INTELSAT 33E (IS-33E),ITS,2016-08-24,FRGUI,NA,1436.1,0,35797,35776,40.9678,,0,0,1,0,0
2016-054A,41752,*+,INSAT-3DR,IND,2016-09-08,SRILR,NA,1436.1,0.1,35839,35734,8.2903,,1,0,1,0,0
2016-058A,41770,*+,PERUSAT 1,PER,2016-09-16,FRGUI,NA,98.7,98.2,699,697,2.3328,,0,0,0,0,0
2016-058B,41771,*+,SKYSAT-C4,US,2016-09-16,FRGUI,NA,94.5,97.4,497,494,0.3870,,1,0,0,0,0
2016-058C,41772,*+,SKYSAT-C5,US,2016-09-16,FRGUI,NA,94.5,97.4,497,494,0.4255,,1,0,0,0,0
2016-058D,41773,*+,SKYSAT-C2,US,2016-09-16,FRGUI,NA,94.5,97.4,496,494,0.3390,,1,0,0,0,0
2016-058E,41774,*+,SKYSAT-C3,US,2016-09-16,FRGUI,NA,94.5,97.4,497,494,0.3639,,1,0,0,0,0
2016-059B,41784,*+,PISAT,IND,2016-09-26,SRILR,NA,98.4,98.1,705,660,0.1450,,0,1,0,0,0
2016-059C,41785,*+,ALSAT 1B,ALG,2016-09-26,SRILR,NA,98.4,98.1,705,660,0.3770,,1,0,0,0,0
2016-059D,41786,*+,ALSAT 2B,ALG,2016-09-26,SRILR,NA,98.2,98.1,673,670,0.7777,,0,0,0,0,0
2016-059E,41787,*+,PATHFINDER 1,US,2016-09-26,SRILR,NA,98.4,98.1,703,660,0.3750,,1,0,0,0,0
2016-059F,41788,*+,CANX-7,CA,2016-09-26,SRILR,NA,97.6,98.3,660,629,0.0550,,0,0,0,0,1
2016-059H,41790,*+,SCATSAT 1,IND,2016-09-26,SRILR,NA,99.3,98.2,726,719,1.7214,,1,0,0,0,0
2016-060A,41793,*+,GSAT-18,IND,2016-10-05,FRGUI,NA,1436.1,0.1,35789,35784,0.0030,,0,0,1,0,0
2016-060B,41794,*+,SKY MUSTER 2,AUS,2016-10-05,FRGUI,NA,1436.1,0,35793,35780,0.0030,,0,0,1,0,0
2016-064A,41836,*+,HIMAWARI-9,JPN,2016-11-02,TANSC,NA,1436.1,0,35789,35785,38.7910,,1,0,1,0,0
2016-065A,41838,*+,SHIJIAN-17 (SJ-17),PRC,2016-11-03,WSC,NA,1436.1,1,35790,35785,19.8300,,0,0,1,0,0
2016-066A,41841,*+,XPNAV-1,PRC,2016-11-09,JSC,NA,94.6,97.4,510,487,0.8131,,0,0,0,0,0
2016-066B,41842,*+,XIAOXIANG 1,PRC,2016-11-09,JSC,NA,94.5,97.4,506,484,0.0990,,0,0,0,0,0
2016-066C,41843,*+,PINA 2A,PRC,2016-11-09,JSC,NA,94.5,97.4,508,483,0.3557,,0,0,0,0,0
2016-066D,41844,M*+,PINA 2B,PRC,2016-11-09,JSC,NA,94.5,97.4,504,481,0.3639,,0,0,0,0,0
2016-066E,41845,*+,LISHUI 1-01,PRC,2016-11-09,JSC,NA,99.1,98.8,928,501,1.7789,,0,0,1,0,0
2016-066G,41847,M*P,CAS-2T & KS-1Q,PRC,2016-11-09,JSC,NA,100.1,98.7,1026,504,0.1175,,0,0,1,0,0
2016-067A,41848,*P,WORLDVIEW-4,US,2016-11-11,AFWTR,NA,94,97.9,494,447,6.5990,,1,0,0,0,0
2016-067B,41849,*+,RAVAN,US,2016-11-11,AFWTR,NA,96.1,97.9,578,567,0.0429,,0,0,0,0,1
2016-067C,41850,*+,CELTEE 1,US,2016-11-11,AFWTR,NA,96.2,97.9,582,570,0.0132,,0,0,0,0,1
2016-067D,41851,*+,OPTICUBE 04,US,2016-11-11,AFWTR,NA,96.2,97.9,582,571,0.0671,,0,0,0,0,1
2016-067E,41852,*+,AEROCUBE 8D,US,2016-11-11,AFWTR,NA,96.2,97.9,583,571,0.0520,,0,0,0,0,1
2016-067F,41853,*+,AEROCUBE 8C,US,2016-11-11,AFWTR,NA,96.2,97.9,584,570,0.0510,,0,0,0,0,1
2016-067G,41854,*+,PROMETHEUS 2-1,US,2016-11-11,AFWTR,NA,96.2,97.9,583,569,0.0697,,0,0,0,0,1
2016-067H,41855,*+,PROMETHEUS 2-3,US,2016-11-11,AFWTR,NA,96.2,97.9,583,569,0.0694,,0,0,0,0,1
2016-068A,41857,*+,YUNHAI 1,PRC,2016-11-11,JSC,NA,100.5,98.6,793,773,4.2410,,0,0,0,0,0
2016-069A,41859,M*+,GSAT0207 (GALILEO 15),ESA,2016-11-17,FRGUI,NA,844.7,54.6,23232,23212,18.3608,,1,0,0,1,0
2016-069B,41860,M*+,GSAT0212 (GALILEO 16),ESA,2016-11-17,FRGUI,NA,844.7,54.6,23232,23213,2.7896,,1,0,0,1,0
2016-069C,41861,M*+,GSAT0213 (GALILEO 17),ESA,2016-11-17,FRGUI,NA,844.7,54.6,23229,23216,14.1741,,1,0,0,1,0
2016-069D,41862,M*+,GSAT0214 (GALILEO 18),ESA,2016-11-17,FRGUI,NA,844.7,54.6,23227,23218,8.5742,,1,0,0,1,0
2016-071A,41866,*+,GOES 16,US,2016-11-19,AFETR,NA,1436.1,0,35790,35783,13.1623,,1,0,1,0,0
2016-061J,41868,*+,SHENZHOU-11 MODULE,PRC,2016-10-16,JSC,NA,90.9,42.8,326,314,3.5929,,0,0,0,0,0
2016-072A,41869,*+,TIANLIAN 1-04,PRC,2016-11-22,XICLF,NA,1436.1,0.8,35843,35731,21.9479,,0,0,1,0,0
2016-062C,41871,*+,LEMUR-2-XIAOQING,US,2016-10-17,WLPIS,NA,94.4,51.6,492,484,0.0737,,1,0,0,0,0
2016-062D,41872,*+,LEMUR-2-SOKOLSKY,US,2016-10-17,WLPIS,NA,94.4,51.7,490,487,0.0567,,1,0,0,0,0
2016-062E,41873,*+,LEMUR-2-ANUBHAVTHAKUR,US,2016-10-17,WLPIS,NA,94.5,51.7,498,493,0.0790,,1,0,0,0,0
2016-062F,41874,*+,LEMUR-2-WINGO,US,2016-10-17,WLPIS,NA,94.4,51.7,498,481,0.0990,,1,0,0,0,0
2016-073A,41875,*+,GOKTURK 1A,TUR,2016-12-05,FRGUI,NA,98.4,98.1,685,683,3.1623,,1,0,0,0,0
2016-074A,41877,*+,RESOURCESAT-2A,IND,2016-12-07,SRILR,NA,101.3,98.6,821,819,4.1550,,1,0,0,0,0
2016-075A,41879,*+,WGS F8 (USA 272),US,2016-12-07,AFETR,NA,1436.1,0,35788,35786,N/A,,0,0,1,0,0
2016-077A,41882,*+,FENGYUN 4A,PRC,2016-12-10,XICLF,NA,1436.2,0.2,35799,35777,22.5893,,1,0,1,0,0
2016-078A,41884,*+,CYGFM05,US,2016-12-15,ERAS,NA,95.1,35,533,512,0.1850,,1,0,0,0,0
2016-078B,41885,*+,CYGFM04,US,2016-12-15,ERAS,NA,95.1,35,530,512,0.1968,,1,0,0,0,0
2016-078C,41886,*+,CYGFM02,US,2016-12-15,ERAS,NA,95.1,35,531,511,0.2175,,1,0,0,0,0
2016-078D,41887,*+,CYGFM01,US,2016-12-15,ERAS,NA,95.1,35,534,512,0.2340,,1,0,0,0,0
2016-078E,41888,*+,CYGFM08,US,2016-12-15,ERAS,NA,95.1,35,532,512,0.1970,,1,0,0,0,0
2016-078F,41889,*+,CYGFM06,US,2016-12-15,ERAS,NA,95.1,35,530,512,0.2165,,1,0,0,0,0
2016-078G,41890,*+,CYGFM07,US,2016-12-15,ERAS,NA,95.1,35,530,512,0.3239,,1,0,0,0,0
2016-078H,41891,*+,CYGFM03,US,2016-12-15,ERAS,NA,95.1,35,530,512,0.1920,,1,0,0,0,0
2016-079A,41893,M*+,ECHOSTAR 19,US,2016-12-18,AFETR,NA,1436.1,0,35794,35780,7.1910,,0,0,1,0,0
2016-080A,41896,*+,ARASE (ERG),JPN,2016-12-20,KSCUT,NA,567.5,31.5,32264,393,1.3395,,0,0,0,0,0
2016-081A,41898,*+,TANSAT,PRC,2016-12-21,JSC,NA,98.9,98.3,718,690,1.4246,,0,0,0,0,0
2016-081B,41899,*+,YIJIAN,PRC,2016-12-21,JSC,NA,98.9,98.3,720,690,0.3981,,0,0,0,0,0
2016-081C,41900,*+,SPARK 1,PRC,2016-12-21,JSC,NA,98.9,98.3,725,690,0.2484,,0,0,0,0,0
2016-081D,41901,*+,SPARK 2,PRC,2016-12-21,JSC,NA,99,98.3,727,691,0.2360,,0,0,0,0,0
2016-082A,41903,*+,JCSAT-15,JPN,2016-12-21,FRGUI,NA,1436.1,0,35794,35780,71.0390,,0,0,1,0,0
2016-082B,41904,*+,STAR ONE D1,BRA,2016-12-21,FRGUI,NA,1436.1,0,35793,35779,0.0030,,0,0,1,0,0
2016-083A,41907,M*+,SUPERVIEW-1 01,PRC,2016-12-28,TAISC,NA,95.1,97.5,533,512,2.5079,,0,0,0,0,0
2016-083B,41908,M*+,SUPERVIEW-1 02,PRC,2016-12-28,TAISC,NA,95.1,97.5,532,513,1.7072,,0,0,0,0,0
2017-001A,41911,M*+,TJS-2,PRC,2017-01-05,XICLF,NA,1436,0.4,35797,35774,43.7918,,0,0,1,0,0
2017-002A,41913,M*+,XINGYUN SHIYAN-1,PRC,2017-01-09,JSC,NA,95.3,97.4,541,522,0.1140,,0,0,0,0,0
2017-002B,41914,M*+,JILIN-1-03,PRC,2017-01-09,JSC,NA,95.4,97.4,546,528,0.4353,,0,0,0,0,0
2017-002C,41915,M*+,KAIDUN 1,PRC,2017-01-09,JSC,NA,95.3,97.4,540,524,0.0490,,0,0,0,0,0
2017-003A,41917,*+,IRIDIUM 106,US,2017-01-14,AFWTR,NA,100.4,86.4,779,776,2.8038,,0,0,1,0,0
2017-003B,41918,*+,IRIDIUM 103,US,2017-01-14,AFWTR,NA,100.4,86.4,780,776,2.3920,,0,0,1,0,0
2017-003C,41919,*+,IRIDIUM 109,US,2017-01-14,AFWTR,NA,100.4,86.4,779,776,2.8040,,0,0,1,0,0
2017-003D,41920,*+,IRIDIUM 102,US,2017-01-14,AFWTR,NA,100.4,86.4,779,776,2.6252,,0,0,1,0,0
2017-003E,41921,*+,IRIDIUM 105,US,2017-01-14,AFWTR,NA,100.4,86.4,779,776,2.2529,,0,0,1,0,0
2017-003F,41922,*+,IRIDIUM 104,US,2017-01-14,AFWTR,NA,100.4,86.4,779,776,2.8940,,0,0,1,0,0
2017-003G,41923,*+,IRIDIUM 114,US,2017-01-14,AFWTR,NA,100.4,86.4,779,776,2.4372,,0,0,1,0,0
2017-003H,41924,*+,IRIDIUM 108,US,2017-01-14,AFWTR,NA,100.4,86.4,779,776,2.4103,,0,0,1,0,0
2017-003J,41925,*+,IRIDIUM 112,US,2017-01-14,AFWTR,NA,100.4,86.4,779,776,2.6520,,0,0,1,0,0
2017-003K,41926,*+,IRIDIUM 111,US,2017-01-14,AFWTR,NA,100.4,86.4,779,776,2.6291,,0,0,1,0,0
2017-004A,41937,*+,SBIRS GEO-4 (USA 273),US,2017-01-21,AFETR,NA,1436.1,4.3,35797,35775,N/A,,0,0,1,0,0
2017-006A,41942,*+,HISPASAT 36W-1,SPN,2017-01-28,FRGUI,NA,1436.1,0,35791,35782,3.1648,,0,0,1,0,0
2017-007A,41944,*+,TELKOM 3S,IND,2017-02-14,FRGUI,NA,1436.1,0,35797,35776,10.8657,,0,0,1,0,0
2017-007B,41945,M*+,INTELSAT 32E (IS-32E),ITS,2017-02-14,FRGUI,NA,1436.1,0,35789,35785,14.7367,,0,0,1,0,0
2017-008A,41948,*+,CARTOSAT-2D,IND,2017-02-15,SRILR,NA,94.8,97.4,514,502,2.2262,,1,0,1,0,0
2017-008B,41949,*+,INS-1A,IND,2017-02-15,SRILR,NA,94.5,97.4,501,486,0.0994,,0,0,0,0,0
2017-008C,41950,*+,FLOCK 3P-20,US,2017-02-15,SRILR,NA,94.4,97.4,496,482,0.0680,,1,0,0,0,0
2017-008D,41951,*+,FLOCK 3P-8,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0669,,1,0,0,0,0
2017-008E,41952,*+,FLOCK 3P-51,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0629,,1,0,0,0,0
2017-008F,41953,*+,FLOCK 3P-37,US,2017-02-15,SRILR,NA,94.3,97.4,489,478,0.0690,,1,0,0,0,0
2017-008G,41954,*+,INS-1B,IND,2017-02-15,SRILR,NA,94.5,97.4,501,486,0.1210,,0,0,0,0,1
2017-008H,41955,*+,FLOCK 3P-19,US,2017-02-15,SRILR,NA,94.4,97.4,495,481,0.0580,,1,0,0,0,0
2017-008J,41956,*+,FLOCK 3P-24,US,2017-02-15,SRILR,NA,94.3,97.4,489,476,0.0611,,1,0,0,0,0
2017-008K,41957,*+,FLOCK 3P-18,US,2017-02-15,SRILR,NA,94.3,97.4,491,477,0.0519,,1,0,0,0,0
2017-008L,41958,*+,FLOCK 3P-22,US,2017-02-15,SRILR,NA,94.3,97.4,492,478,0.0590,,1,0,0,0,0
2017-008M,41959,*+,FLOCK 3P-21,US,2017-02-15,SRILR,NA,94.3,97.4,493,480,0.0617,,1,0,0,0,0
2017-008N,41960,*+,FLOCK 3P-28,US,2017-02-15,SRILR,NA,94.4,97.4,494,481,0.0590,,1,0,0,0,0
2017-008P,41961,*+,FLOCK 3P-26,US,2017-02-15,SRILR,NA,94.3,97.4,492,479,0.0581,,1,0,0,0,0
2017-008Q,41962,*+,FLOCK 3P-17,US,2017-02-15,SRILR,NA,94.3,97.4,491,478,0.0754,,1,0,0,0,0
2017-008R,41963,*+,FLOCK 3P-27,US,2017-02-15,SRILR,NA,94.3,97.4,493,479,0.0520,,1,0,0,0,0
2017-008S,41964,*+,FLOCK 3P-25,US,2017-02-15,SRILR,NA,94.3,97.4,492,479,0.0600,,1,0,0,0,0
2017-008T,41965,*+,FLOCK 3P-4,US,2017-02-15,SRILR,NA,94.4,97.4,496,482,0.0550,,1,0,0,0,0
2017-008U,41966,*+,FLOCK 3P-2,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0539,,1,0,0,0,0
2017-008V,41967,*+,FLOCK 3P-1,US,2017-02-15,SRILR,NA,94.3,97.4,491,478,0.0615,,1,0,0,0,0
2017-008W,41968,*+,FLOCK 3P-3,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0565,,1,0,0,0,0
2017-008X,41969,*+,FLOCK 3P-6,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0600,,1,0,0,0,0
2017-008Y,41970,*+,FLOCK 3P-7,US,2017-02-15,SRILR,NA,94.3,97.4,490,477,0.0734,,1,0,0,0,0
2017-008Z,41971,*+,FLOCK 3P-5,US,2017-02-15,SRILR,NA,94.3,97.4,492,479,0.0630,,1,0,0,0,0
2017-008AA,41972,*+,FLOCK 3P-12,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0530,,1,0,0,0,0
2017-008AB,41973,*+,FLOCK 3P-9,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0570,,1,0,0,0,0
2017-008AC,41974,*+,FLOCK 3P-10,US,2017-02-15,SRILR,NA,94.3,97.4,493,480,0.0614,,1,0,0,0,0
2017-008AD,41975,*+,FLOCK 3P-11,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0490,,1,0,0,0,0
2017-008AE,41976,*+,FLOCK 3P-60,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0640,,1,0,0,0,0
2017-008AF,41977,*+,FLOCK 3P-58,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0570,,1,0,0,0,0
2017-008AG,41978,*+,FLOCK 3P-57,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0550,,1,0,0,0,0
2017-008AH,41979,*+,FLOCK 3P-75,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0574,,1,0,0,0,0
2017-008AJ,41980,*+,FLOCK 3P-70,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0560,,1,0,0,0,0
2017-008AK,41981,*+,FLOCK 3P-73,US,2017-02-15,SRILR,NA,94.3,97.4,492,479,0.0510,,1,0,0,0,0
2017-008AL,41982,*+,FLOCK 3P-88,US,2017-02-15,SRILR,NA,94.3,97.4,492,479,0.0624,,1,0,0,0,0
2017-008AM,41983,*+,FLOCK 3P-85,US,2017-02-15,SRILR,NA,94.3,97.4,493,480,0.0724,,1,0,0,0,0
2017-008AN,41984,*+,FLOCK 3P-79,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0550,,1,0,0,0,0
2017-008AP,41985,*+,FLOCK 3P-86,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0523,,1,0,0,0,0
2017-008AQ,41986,*+,FLOCK 3P-36,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0556,,1,0,0,0,0
2017-008AR,41987,*+,FLOCK 3P-30,US,2017-02-15,SRILR,NA,94.4,97.4,495,483,0.0719,,1,0,0,0,0
2017-008AS,41988,*+,FLOCK 3P-34,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0570,,1,0,0,0,0
2017-008AT,41989,*+,FLOCK 3P-35,US,2017-02-15,SRILR,NA,94.4,97.4,493,481,0.0570,,1,0,0,0,0
2017-008AU,41990,*+,FLOCK 3P-33,US,2017-02-15,SRILR,NA,94.4,97.4,495,483,0.0510,,1,0,0,0,0
2017-008AV,41991,*+,LEMUR-2-JOBANPUTRA,US,2017-02-15,SRILR,NA,94.5,97.4,499,486,0.0940,,1,0,0,0,0
2017-008AW,41992,*+,LEMUR-2-SPIRE-MINIONS,US,2017-02-15,SRILR,NA,94.4,97.4,495,483,0.0920,,1,0,0,0,0
2017-008AX,41993,*+,LEMUR-2-SATCHMO,US,2017-02-15,SRILR,NA,94.5,97.4,498,486,0.0769,,1,0,0,0,0
2017-008AY,41994,*+,LEMUR-2-SMITA-SHARAD,US,2017-02-15,SRILR,NA,94.4,97.4,496,483,0.0812,,1,0,0,0,0
2017-008AZ,41995,*+,LEMUR-2-RDEATON,US,2017-02-15,SRILR,NA,94.5,97.4,499,485,0.0756,,1,0,0,0,0
2017-008BA,41996,*+,LEMUR-2-TACHIKOMA,US,2017-02-15,SRILR,NA,94.4,97.4,497,483,0.0700,,1,0,0,0,0
2017-008BB,41997,*+,LEMUR-2-NOGUECORREIG,US,2017-02-15,SRILR,NA,94.4,97.4,496,482,0.0784,,1,0,0,0,0
2017-008BC,41998,*+,LEMUR-2-MIA-GRACE,US,2017-02-15,SRILR,NA,94.5,97.4,499,485,0.0843,,1,0,0,0,0
2017-008BD,41999,*+,BGUSAT,ISR,2017-02-15,SRILR,NA,94.3,97.4,493,480,0.0859,,0,0,0,0,1
2017-008BE,42000,*+,DIDO-2,ISR,2017-02-15,SRILR,NA,94.5,97.4,501,487,0.0748,,0,0,0,0,1
2017-008BF,42001,*+,FLOCK 3P-49,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0593,,1,0,0,0,0
2017-008BG,42002,*+,FLOCK 3P-67,US,2017-02-15,SRILR,NA,94.3,97.4,491,479,0.0590,,1,0,0,0,0
2017-008BH,42003,*+,FLOCK 3P-68,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0580,,1,0,0,0,0
2017-008BJ,42004,*+,FLOCK 3P-41,US,2017-02-15,SRILR,NA,94.3,97.4,491,479,0.0557,,1,0,0,0,0
2017-008BK,42005,*+,FLOCK 3P-45,US,2017-02-15,SRILR,NA,94.3,97.4,491,479,0.0610,,1,0,0,0,0
2017-008BL,42006,*+,FLOCK 3P-48,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0554,,1,0,0,0,0
2017-008BM,42007,*+,FLOCK 3P-43,US,2017-02-15,SRILR,NA,94.4,97.4,493,481,0.0599,,1,0,0,0,0
2017-008BN,42008,*+,FLOCK 3P-42,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0584,,1,0,0,0,0
2017-008BP,42009,*+,FLOCK 3P-61,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0629,,1,0,0,0,0
2017-008BQ,42010,*+,FLOCK 3P-40,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0570,,1,0,0,0,0
2017-008BR,42011,*+,FLOCK 3P-16,US,2017-02-15,SRILR,NA,94.4,97.4,495,483,0.0590,,1,0,0,0,0
2017-008BS,42012,*+,FLOCK 3P-14,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0714,,1,0,0,0,0
2017-008BT,42013,*+,FLOCK 3P-53,US,2017-02-15,SRILR,NA,94.4,97.4,493,481,0.0630,,1,0,0,0,0
2017-008BU,42014,*+,FLOCK 3P-54,US,2017-02-15,SRILR,NA,94.4,97.4,495,483,0.0630,,1,0,0,0,0
2017-008BV,42015,*+,PEASSS,NET,2017-02-15,SRILR,NA,94.4,97.4,496,485,0.0541,,0,0,0,0,1
2017-008BW,42016,*+,AL-FARABI 1,KAZ,2017-02-15,SRILR,NA,94.4,97.4,494,483,0.0474,,0,0,0,0,1
2017-008BX,42017,M*+,NAYIF-1 (EO-88),UAE,2017-02-15,SRILR,NA,94.4,97.4,494,483,0.0474,,0,0,1,0,1
2017-008BY,42018,*+,FLOCK 3P-23,US,2017-02-15,SRILR,NA,94.4,97.4,496,482,0.0560,,1,0,0,0,0
2017-008BZ,42019,*+,FLOCK 3P-76,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0710,,1,0,0,0,0
2017-008CA,42020,*+,FLOCK 3P-69,US,2017-02-15,SRILR,NA,94.4,97.4,494,482,0.0534,,1,0,0,0,0
2017-008CB,42021,*+,FLOCK 3P-84,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0539,,1,0,0,0,0
2017-008CC,42022,*+,FLOCK 3P-59,US,2017-02-15,SRILR,NA,94.3,97.4,491,479,0.0660,,1,0,0,0,0
2017-008CD,42023,*+,FLOCK 3P-32,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0650,,1,0,0,0,0
2017-008CE,42024,*+,FLOCK 3P-71,US,2017-02-15,SRILR,NA,94.3,97.4,491,478,0.0594,,1,0,0,0,0
2017-008CF,42025,*+,FLOCK 3P-77,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0670,,1,0,0,0,0
2017-008CG,42026,*+,FLOCK 3P-80,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0576,,1,0,0,0,0
2017-008CH,42027,*+,FLOCK 3P-66,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0794,,1,0,0,0,0
2017-008CJ,42028,*+,FLOCK 3P-65,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0612,,1,0,0,0,0
2017-008CK,42029,*+,FLOCK 3P-50,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0687,,1,0,0,0,0
2017-008CL,42030,*+,FLOCK 3P-52,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0609,,1,0,0,0,0
2017-008CM,42031,*+,FLOCK 3P-46,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0631,,1,0,0,0,0
2017-008CN,42032,*+,FLOCK 3P-47,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0584,,1,0,0,0,0
2017-008CP,42033,*+,FLOCK 3P-44,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0730,,1,0,0,0,0
2017-008CQ,42034,*+,FLOCK 3P-64,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0652,,1,0,0,0,0
2017-008CR,42035,*+,FLOCK 3P-63,US,2017-02-15,SRILR,NA,94.4,97.4,494,481,0.0593,,1,0,0,0,0
2017-008CS,42036,*+,FLOCK 3P-62,US,2017-02-15,SRILR,NA,94.3,97.4,491,478,0.0500,,1,0,0,0,0
2017-008CT,42037,*+,FLOCK 3P-38,US,2017-02-15,SRILR,NA,94.3,97.4,492,480,0.0703,,1,0,0,0,0
2017-008CU,42038,*+,FLOCK 3P-39,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0690,,1,0,0,0,0
2017-008CV,42039,*+,FLOCK 3P-15,US,2017-02-15,SRILR,NA,94.3,97.4,493,480,0.0647,,1,0,0,0,0
2017-008CW,42040,*+,FLOCK 3P-13,US,2017-02-15,SRILR,NA,94.3,97.4,492,480,0.0652,,1,0,0,0,0
2017-008CX,42041,*+,FLOCK 3P-55,US,2017-02-15,SRILR,NA,94.4,97.4,495,483,0.0869,,1,0,0,0,0
2017-008CY,42042,*+,FLOCK 3P-56,US,2017-02-15,SRILR,NA,94.3,97.4,490,478,0.0989,,1,0,0,0,0
2017-008CZ,42043,*+,FLOCK 3P-81,US,2017-02-15,SRILR,NA,94.4,97.4,496,482,0.0468,,1,0,0,0,0
2017-008DA,42044,*+,FLOCK 3P-87,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0586,,1,0,0,0,0
2017-008DB,42045,*+,FLOCK 3P-29,US,2017-02-15,SRILR,NA,94.3,97.4,493,480,0.0606,,1,0,0,0,0
2017-008DC,42046,*+,FLOCK 3P-82,US,2017-02-15,SRILR,NA,94.3,97.4,492,479,0.0500,,1,0,0,0,0
2017-008DD,42047,*+,FLOCK 3P-78,US,2017-02-15,SRILR,NA,94.3,97.4,493,480,0.0590,,1,0,0,0,0
2017-008DE,42048,*+,FLOCK 3P-74,US,2017-02-15,SRILR,NA,94.4,97.4,496,482,0.0579,,1,0,0,0,0
2017-008DF,42049,*+,FLOCK 3P-31,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0764,,1,0,0,0,0
2017-008DG,42050,*+,FLOCK 3P-83,US,2017-02-15,SRILR,NA,94.4,97.4,495,482,0.0590,,1,0,0,0,0
2017-008DH,42051,*+,FLOCK 3P-72,US,2017-02-15,SRILR,NA,94.3,97.4,493,480,0.0639,,1,0,0,0,0
2017-012A,42061,*+,TK-1,PRC,2017-03-02,JSC,NA,92.5,96.9,409,387,0.8123,,0,0,0,0,0
2017-013A,42063,*+,SENTINEL-2B,ESA,2017-03-07,FRGUI,NA,100.6,98.6,790,788,2.5119,,1,0,0,0,0
